,gen_alpha,gen_beta_stage2,gen_beta_MB,gen_beta_MF1,gen_eta,gen_cvar_alpha,rec_alpha,rec_beta_stage2,rec_beta_MB,rec_beta_MF1,rec_beta_sticky,sim
0,0.219784096100827,12.915453265118447,15.628537185707156,16.959095502032316,0.0708324215559497,0.2070472710486454,0.2049772972208967,12.215476278636398,11.502750154204367,14.806391797830583,0.7339516079283819,0
1,0.2464619309761387,15.11705730836742,17.18390467618176,19.7538093924191,0.0264361046271362,0.9666955289737648,0.2541803243899271,12.458646711051584,20.34145618467804,17.574252527126603,0.0421260895542297,1
2,0.2227702186564298,16.333713726806476,19.92583789685488,13.017311655155966,0.0139768754869523,0.975815987994866,0.2190029433007324,16.686913847606004,21.0478032972856,15.063605865184662,0.0173528083248276,2
3,0.1854880266518627,18.92284350752255,19.522043724577536,10.077685948419528,0.0718248927863984,0.9719786867957684,0.2102519210042531,18.1046256482512,15.086655408900642,7.084948091107516,0.2923225065554304,3
4,0.5327280308112968,17.22758121276447,16.649217355196082,17.960267028853202,0.0434874119679092,0.5907674874095793,0.4882443302042274,18.58616158825133,11.185692568542573,30.0,0.158180589204234,4
5,0.5298695297257443,12.70494740514571,13.117152723572357,14.527469061602156,0.0764188700079959,0.2739444282950306,0.414610234495921,15.539567638694631,18.80153404878412,17.412964563713818,0.3451041042143872,5
6,0.3800684659302882,15.941104162536137,16.411376179758477,12.749816284703671,0.0499200333193459,0.309130969930279,0.2722487549131346,17.009526438537065,20.975593406706725,21.578967614409933,0.1311709302783397,6
7,0.4061809018504065,11.679302802099928,16.176584748416367,11.459444900075104,0.0579376326247959,0.5287072575488377,0.4131797025221809,10.763554639011808,10.768852353789544,10.025160396461253,0.1245251053071861,7
8,0.4214441137829834,18.536051905434924,13.142545977407856,17.795525752700648,0.0545017966770175,0.5703254222336877,0.3768234696881252,22.051472682046388,16.60465907587393,24.69187426729438,0.8597424677765123,8
9,0.3655270966700418,17.852052904270177,13.537335759333736,17.585113955425577,0.0871318168454916,0.1457249846151989,0.3159955582344551,16.652416665948582,19.71049353201684,17.819264201478937,1.5881290773233043,9
10,0.5580798725055824,18.318937340344327,12.780751790276224,13.66057883535037,0.0417224335961648,0.8581523385192461,0.6252729566080809,18.495653746938103,23.72811138081246,18.44361235621345,1.8808148610388464,10
11,0.10690486768912,11.110016106840762,13.424456838473631,13.20828596839052,0.042654532347194,0.4141014169066004,0.0993113546466236,11.463412385365425,11.928576274669457,11.008575357002734,0.2344734107777948,11
12,0.1739080996896649,10.08765824973748,19.55042254761876,11.711703152841848,0.0592747113016441,0.5002720542035721,0.171300656915465,13.711214521804694,30.0,12.47742115834966,0.1772908999753404,12
13,0.5057648730604475,12.26636748028892,10.244546914267332,15.643701336741955,0.0358512777406862,0.1502011401776145,0.43776101379903,10.98234140183422,19.206305942838352,16.530358000328643,1.632144653929817,13
14,0.5795419784355164,18.624080122036663,10.64600460137904,19.93818883180195,0.0592940001677708,0.3149825209969532,0.4523806682198362,19.573683344724344,0.0434755148719763,26.68315568887781,0.1821248370100343,14
15,0.1810168094817112,12.281038946661727,13.240419811736714,18.13587165517039,0.021150293719415,0.4747154756810154,0.1456894706015582,23.643210529392142,30.0,30.0,0.0947905541082953,15
16,0.4285751765806312,10.91093847513939,18.895073908518118,19.94261737132288,0.077766808221411,0.6337871973314165,0.4996076422038234,7.481228152202226,20.007109760567307,20.052497555609825,1.4628902098544427,16
17,0.3057988715822983,16.957468047876468,18.684403184068717,13.886980735851251,0.0772285160509691,0.1102221051047154,0.2607371068147807,16.3236251955781,13.542686533742485,16.340965027304968,1.3454516137167984,17
18,0.3717838945393902,18.359189400033465,14.464519740504628,11.579251872918896,0.0073694316144545,0.790073244051448,0.3932729328608449,15.46519757965058,19.00413687629917,9.411589385141903,0.0252457658729396,18
19,0.4920999842404921,18.941801543043628,14.8934248591662,13.544937265821616,0.0034748269473087,0.4620222706018629,0.3906045940955924,15.66154512986238,13.979362683262506,20.306449673420808,0.0073288153540622,19
20,0.2997259572624414,12.03836835566197,17.805465671489458,15.54389466828373,0.0782677180611204,0.984676308138814,0.2947260710454233,11.825913168514022,11.85225452660068,15.54829654977848,0.2384528039731157,20
21,0.372528406813632,10.60084837121128,16.37175797269224,15.037693232256236,0.0289586092150874,0.2571008481246995,0.2985487966411017,9.835638755360058,8.938880156640428,20.72915337420368,1.170723122512224,21
22,0.3852584606891882,18.087172888033912,16.03382226457185,14.538455971459951,0.0370302312606477,0.9463621336317832,0.3484576980949477,20.27514226691531,23.878619187898632,16.282241075558176,0.242312089787481,22
23,0.2820018194221706,13.885058534341525,17.185389492478148,12.498079109984578,0.0353712682293218,0.8217459175597176,0.2845714615457277,16.63426867824142,19.531400635493466,12.773134246219795,0.0417202938954107,23
24,0.5990516476600385,19.47938347084778,14.31774006182734,17.74872964538163,0.0234729295489565,0.3966643828225997,0.4573035732489717,17.273531047754886,23.82197132477188,23.83773032699147,0.2087551961633148,24
25,0.2860227114344658,15.79043308754522,15.9385365133864,19.47867692991441,0.0132279431321693,0.2905334216526505,0.1770255963244144,22.52483531303376,15.966690502783536,27.259175364791066,0.0107129438907805,25
26,0.5797580777945758,10.090672618829773,16.139056132494304,14.729244348463038,0.0571468492060096,0.687908697567145,0.5369044311714033,11.37144238989723,26.09298275377132,18.937885607896337,1.1296705589497844,26
27,0.5430489319635327,10.678982254261738,11.008512373923852,14.513864270749938,0.0125016851573769,0.3757065070687768,0.4193505015620141,15.490918170052227,9.832230132489489,23.29732297678294,0.0030483252649609,27
28,0.5669274308963458,11.525615653427591,18.434285409108032,17.42266953649025,0.076957551580057,0.323759687693166,0.5362293912847464,10.28318348731288,12.844630704006086,17.07631135276468,1.6818600056958806,28
29,0.4583797406127587,13.033315180390904,19.578972942679528,17.3872982513047,0.0510794291135665,0.8595756712587386,0.4950455653139898,12.565201966812973,20.040713593635704,18.30813189668001,0.9368087913816776,29
30,0.166364074337729,13.940557471505436,17.22000872789841,16.799944088054815,0.0696798360787003,0.4810047833775771,0.1480150990592021,13.176247497714192,15.849685668953914,19.49872641128902,0.3418236417518029,30
31,0.5851652366286902,16.64117300917752,14.363893229488504,10.046326611639962,0.0608653347398068,0.1627768597108597,0.4267716278562355,15.352447541826445,13.95833835397623,14.00578755724828,0.6418989295627499,31
32,0.49380787631463,16.228001214676812,18.544167844188014,15.692770281133534,0.0478242172606235,0.5059211861805193,0.4467120067611123,14.947962759731375,25.593334244434025,14.54349711125728,0.6392893939890779,32
33,0.1694807682846075,13.098339348668125,12.22094540795998,18.703323271347017,0.0243323598238976,0.601540730075499,0.1371673064308073,13.062055846379383,26.573910526285047,22.216615446972057,0.146275217219007,33
34,0.1771724326243057,18.822073641164856,15.543190970201264,11.020439016083651,0.0865294401186747,0.4799588841534777,0.1779731999017058,23.955726230158312,16.687709417733895,14.606719905139007,0.0041990680165237,34
35,0.312802075851336,19.04678184266244,18.905012195556395,16.160167946892106,0.0274826446924872,0.9111685620459437,0.3129405750408306,26.625006706105783,17.525216263828153,16.385270041864377,0.0014057285712018,35
36,0.3361016620734346,13.291409633245436,13.813843210167196,13.709956297214353,0.0575263448878537,0.7453050930317183,0.3820337174670471,12.56169555421942,19.952964498565592,17.40934382695012,0.6956790911305502,36
